,rating,single_review
7001,5.0, Thes AirPods are such a convenience
7002,5.0, I can keep my phone near the window where receiption is good and use the airpods for phone calls
7003,5.0, Love them for a walk
7004,5.0, The value of these are great I already owned airpods but lost the right ear peice
7005,5.0, Apple would replace one piece for $63 plus shipping
7006,5.0," This buy from amazon included both ear peices, charging case, cable for $119"
7007,1.0,These replacement AirPods stopped working after a few months with my original charging case
7008,1.0, Took them into an Apple store to be looked at and the tech informed me the AirPods were a replica and not actual Apple brand pods
7009,1.0, In fact when the tech ran the serial number it came back that the same serial number was registered to 28 other fake AirPods out there as well
7010,5.0,Sound quality is good
7011,5.0, I love how smoothly my AirPods synced up with my iPhone straight out of the box and pair immediately when I put them in my ears
7012,5.0," There is not really any noise cancellation, but these do t really claim to so I don’t hold that against them"
7013,5.0, They are surprisingly comfortable to wear
7014,5.0, I use them for work because I am on the phone my entire shift
7015,5.0, The battery life is about 2 hours when talking on the phone before needing charged
7016,5.0, I wish this was longer
7017,5.0," Nice thing is I can take one out and have it charging then switch and charge the other, all without interrupting my calls"
7018,5.0," Really, only complaint is battery life, but I get it"
7019,5.0, They are small and wireless
7020,5.0, Where would they store more energy
7021,5.0, I’m sure that will improve with newer versions
7022,5.0,Gave this as a gift and they really enjoyed the how comfortable it fits within their ears
7023,5.0, Tested out noice cancellation and that feature works like a charm
7024,5.0, They could not hear me speak at all while it was on
7025,5.0,"The quality of the sound from the speakers could be better, but it definitely does the job"
7026,5.0, Battery life is okay lasts about 3-4 hours with music and definitely less with calls
7027,5.0, At least you’ll have the charging case to charge it when not in use
7028,3.0,It’s been almost a year since I bought these and they have officially stopped working
7029,3.0," They connect to my device, they pair, they hold a charge, but the sound doesn’t transmit"
7030,3.0, I’ve tried all the fixes
7031,3.0,they’ve worked in the past but not anymore
7032,3.0, Seriously disappointing
7033,3.0," I was planning on upgrading to the next model, but not if this is what happens"
7034,3.0," When they worked, they worked pretty well, besides not staying in my left ear"
7035,3.0, That’s why I wanted to upgrade
7036,3.0, I’ve gone back to wired headphones
7037,3.0, :-/
7038,4.0,"Bought 3 pair now, one for me"
7039,4.0, and my 2 teens
7040,4.0, I' m hooked
7041,4.0,I use them for international and local US conf calls ALL day long and they are great
7042,4.0," While I do forget they are in , after a long time in my ears, my ears get annoyed/sore"
7043,4.0, I have small ears 
7044,4.0,so I would like if there was a small version or cushion
7045,4.0,"I've been through a seriously long list of bluetooth headphones for exercise and business, and these are definitely the best to date"
7046,1.0,I purchased these initially on the January 31st
7047,1.0, I used them maybe twice
7048,1.0," By then, the case was completely dead and would not charge"
7049,1.0, I tried trouble shooting them by holding down the power button to hard reset and nothing worked
7050,1.0, Returned them on February 11th and am still waiting on a replacement
7051,1.0," I keep having to go in and approve delayed shipments, but I’m about ready to just cancel and order the newer version"
7052,1.0, This is too much of a hassle for earbuds that don’t even fit in my ear properly
7053,5.0,"Bought these because wires are so early 21st century, pleased to say it's a fairly uncompromising product"
7054,5.0," Easy to use, great audio quality (especially considering their size), and they're surprisingly pleasing from a tactile perspective"
7055,5.0,"I suspect other products exist that offer better value and can outperform these from a technical perspective, though I think the airpods are worth their price, they feel ""complete"" from top to bottom"
7056,5.0,"It's especially pleasing considering how many products these days disappoint in some way or another, though I think these fit the bill of a ""premium"" product"
7057,3.0,"First of all, the product title says ""Latest Model"" but I received the air pods generation 1, which may or may not explain my disappointing observations"
7058,3.0, I had a lot of expectations for these air pods because they were $140
7059,3.0," When I used them for the first time, I was shocked at how cloudy/faded out the audio was"
7060,3.0, It also has very little to no noise cancellation
7061,3.0, How do people settle for this
7062,3.0, The battery only lasted me roughly 3 hours and then it had to go back into the charging case
7063,3.0," The only pros was that these air pods looked nice, the fit was comfortable-- I wouldn't recommend it unless you just want it for the hype"
7064,3.0," I've bought cheaper wireless earbuds that sounded much clearer and better and lasted me a few days without charging (7-8 hours of use), I just don't think I got my money's worth with these"
7065,3.0, My recommendation is to definitely do your research on different types of wireless ear buds and what you want out of them before purchasing air pods right away
7066,4.0,If you're looking for something that will be very loud this might not be it
7067,4.0, It has great sound but isn't the loudest product
7068,4.0,They do feel like they are about to fall out when I'm working out every now and then but you can defiantly manage
7069,4.0, I Personally cant go on long runs/ or sprint on a track with them in without adjusting them over and over again
7070,4.0, Yes they have fallen out while doing sprints
7071,4.0,They are comfortable and the battery life on the case and each Air Pod is great
7072,5.0,It was time for new ear buds
7073,5.0, My 2 year old horse shoe around your neck LG ones only worked if you kept your phone in your shirt pocket
7074,5.0, I didn’t want to spend that much money but so glad I did
7075,5.0, They have a thirty foot range inside my house through 2 walls
7076,5.0," The sound is as good as my home stereo, and they work completely with my 4-5 year old IPhone SE and my 7 year old IPad"
